Student ID,Level,Program,Preferred Learning Method,Preferred Study Time,Preferred Language for Learning Materials,Challenging Subject Areas,Preferred Content Platforms,Topics of Interest,Future Goals,Challenges,Suggestions,Introduction to Computer Systems (CMIS 2113),Programming Fundamentals (CMIS 2123),Data Structures and Algorithms (CMIS 2214),Operating Systems (CMIS 3114),Database Systems (CMIS 3122),Object-Oriented Programming (CMIS 3134),Advanced Software Engineering (CMIS 4114),Artificial Intelligence (CMIS 4123),Network Security (CMIS 4134),Basic Electronics (ELTN 2112),Circuit Analysis (ELTN 2232),Microprocessor Systems (ELTN 3113),Digital Electronics (ELTN 3133),Embedded Systems Design (ELTN 4114),Power Electronics (ELTN 4213),Foundations of Industrial Management (IMGT 2112),Operations Management (IMGT 3112),Strategic Management (IMGT 4016),Linear Algebra (MATH 2114),Numerical Methods (MATH 3114),Optimization Techniques (MATH 4114),Introduction to Probability and Statistics (STAT 2112),Statistical Inference (STAT 3112),Time Series Analysis (STAT 4114)
222848,Level 2,B.Sc. (Special/Joint Major/General) Degree,Visual,Morning,"Tamil, English","Industrial Management, Maths, Electronics","Books, Coursera","AI, Programming, Robotics, Data Science, Machine Learning",Researcher,Resources,Interactive Learning,Introduction to Computer Systems (CMIS 2113): E,Programming Fundamentals (CMIS 2123): E,Data Structures and Algorithms (CMIS 2214): A+,Operating Systems (CMIS 3114): None,Database Systems (CMIS 3122): None,Object-Oriented Programming (CMIS 3134): None,Advanced Software Engineering (CMIS 4114): None,Artificial Intelligence (CMIS 4123): None,Network Security (CMIS 4134): None,Basic Electronics (ELTN 2112): C,Circuit Analysis (ELTN 2232): D,Microprocessor Systems (ELTN 3113): None,Digital Electronics (ELTN 3133): None,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): C,Operations Management (IMGT 3112): None,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): None,Numerical Methods (MATH 3114): None,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): D,Statistical Inference (STAT 3112): None,Time Series Analysis (STAT 4114): None
202871,Level 4,B.Sc. (Joint Major) Degree,"Kinesthetic, Auditory, Visual, Reading/Writing",Morning,"Sinhala, Tamil","Maths, Electronics",Udemy,"Robotics, Data Science, Machine Learning, AI",Data Scientist,Understanding Concepts,More Practice,Introduction to Computer Systems (CMIS 2113): None,Programming Fundamentals (CMIS 2123): None,Data Structures and Algorithms (CMIS 2214): None,Operating Systems (CMIS 3114): None,Database Systems (CMIS 3122): None,Object-Oriented Programming (CMIS 3134): None,Advanced Software Engineering (CMIS 4114): None,Artificial Intelligence (CMIS 4123): None,Network Security (CMIS 4134): None,Basic Electronics (ELTN 2112): None,Circuit Analysis (ELTN 2232): None,Microprocessor Systems (ELTN 3113): None,Digital Electronics (ELTN 3133): None,Embedded Systems Design (ELTN 4114): C-,Power Electronics (ELTN 4213): D,Foundations of Industrial Management (IMGT 2112): None,Operations Management (IMGT 3112): None,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): None,Numerical Methods (MATH 3114): None,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): None,Statistical Inference (STAT 3112): None,Time Series Analysis (STAT 4114): None
202332,Level 4,B.Sc. (Special) Degree,"Kinesthetic, Visual, Reading/Writing",Evening,"Sinhala, Tamil, English",Maths,"edX, YouTube, Khan Academy, Books, Udemy, Coursera","Programming, AI",Software Engineer,Time Management,Interactive Learning,Introduction to Computer Systems (CMIS 2113): None,Programming Fundamentals (CMIS 2123): None,Data Structures and Algorithms (CMIS 2214): None,Operating Systems (CMIS 3114): None,Database Systems (CMIS 3122): None,Object-Oriented Programming (CMIS 3134): None,Advanced Software Engineering (CMIS 4114): None,Artificial Intelligence (CMIS 4123): None,Network Security (CMIS 4134): None,Basic Electronics (ELTN 2112): None,Circuit Analysis (ELTN 2232): None,Microprocessor Systems (ELTN 3113): None,Digital Electronics (ELTN 3133): None,Embedded Systems Design (ELTN 4114): A+,Power Electronics (ELTN 4213): E,Foundations of Industrial Management (IMGT 2112): None,Operations Management (IMGT 3112): None,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): None,Numerical Methods (MATH 3114): None,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): None,Statistical Inference (STAT 3112): None,Time Series Analysis (STAT 4114): None
222495,Level 2,B.Sc. (Special/Joint Major/General) Degree,"Reading/Writing, Kinesthetic, Visual, Auditory",Afternoon,English,"Statistics, Industrial Management, Computer Sciences","edX, YouTube, Udemy, Coursera",Programming,Software Engineer,Resources,Group Studies,Introduction to Computer Systems (CMIS 2113): None,Programming Fundamentals (CMIS 2123): B+,Data Structures and Algorithms (CMIS 2214): B+,Operating Systems (CMIS 3114): None,Database Systems (CMIS 3122): None,Object-Oriented Programming (CMIS 3134): None,Advanced Software Engineering (CMIS 4114): None,Artificial Intelligence (CMIS 4123): None,Network Security (CMIS 4134): None,Basic Electronics (ELTN 2112): B+,Circuit Analysis (ELTN 2232): B,Microprocessor Systems (ELTN 3113): None,Digital Electronics (ELTN 3133): None,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): E,Operations Management (IMGT 3112): None,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): D,Numerical Methods (MATH 3114): None,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): C-,Statistical Inference (STAT 3112): None,Time Series Analysis (STAT 4114): None
202505,Level 4,B.Sc. (Special) Degree,"Reading/Writing, Kinesthetic, Auditory",Morning,"English, Tamil, Sinhala","Industrial Management, Computer Sciences, Statistics, Electronics","Khan Academy, edX, Books, YouTube, Udemy","Robotics, AI, Data Science",Researcher,Resources,Group Studies,Introduction to Computer Systems (CMIS 2113): None,Programming Fundamentals (CMIS 2123): None,Data Structures and Algorithms (CMIS 2214): None,Operating Systems (CMIS 3114): None,Database Systems (CMIS 3122): None,Object-Oriented Programming (CMIS 3134): None,Advanced Software Engineering (CMIS 4114): C-,Artificial Intelligence (CMIS 4123): C-,Network Security (CMIS 4134): C-,Basic Electronics (ELTN 2112): None,Circuit Analysis (ELTN 2232): None,Microprocessor Systems (ELTN 3113): None,Digital Electronics (ELTN 3133): None,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): None,Operations Management (IMGT 3112): None,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): None,Numerical Methods (MATH 3114): None,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): None,Statistical Inference (STAT 3112): None,Time Series Analysis (STAT 4114): None
202899,Level 4,B.Sc. (General) Degree,"Kinesthetic, Auditory, Visual",Evening,"Tamil, English",Statistics,"Khan Academy, Books, edX, Coursera, YouTube, Udemy","Robotics, Data Science",Teacher,Time Management,Online Courses,Introduction to Computer Systems (CMIS 2113): None,Programming Fundamentals (CMIS 2123): None,Data Structures and Algorithms (CMIS 2214): None,Operating Systems (CMIS 3114): None,Database Systems (CMIS 3122): None,Object-Oriented Programming (CMIS 3134): None,Advanced Software Engineering (CMIS 4114): A,Artificial Intelligence (CMIS 4123): B+,Network Security (CMIS 4134): B+,Basic Electronics (ELTN 2112): None,Circuit Analysis (ELTN 2232): None,Microprocessor Systems (ELTN 3113): None,Digital Electronics (ELTN 3133): None,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): None,Operations Management (IMGT 3112): None,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): None,Numerical Methods (MATH 3114): None,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): None,Statistical Inference (STAT 3112): None,Time Series Analysis (STAT 4114): None
212175,Level 3,B.Sc. (Joint Major) Degree,"Auditory, Kinesthetic, Reading/Writing, Visual",Afternoon,"Sinhala, Tamil, English","Maths, Computer Sciences","Coursera, YouTube, Udemy, Khan Academy",Data Science,Teacher,Time Management,More Practice,Introduction to Computer Systems (CMIS 2113): None,Programming Fundamentals (CMIS 2123): None,Data Structures and Algorithms (CMIS 2214): None,Operating Systems (CMIS 3114): C-,Database Systems (CMIS 3122): B+,Object-Oriented Programming (CMIS 3134): A,Advanced Software Engineering (CMIS 4114): None,Artificial Intelligence (CMIS 4123): None,Network Security (CMIS 4134): None,Basic Electronics (ELTN 2112): None,Circuit Analysis (ELTN 2232): None,Microprocessor Systems (ELTN 3113): E,Digital Electronics (ELTN 3133): B+,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): None,Operations Management (IMGT 3112): C,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): None,Numerical Methods (MATH 3114): C-,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): None,Statistical Inference (STAT 3112): None,Time Series Analysis (STAT 4114): None
222464,Level 2,B.Sc. (Special/Joint Major/General) Degree,"Visual, Kinesthetic",Morning,"English, Tamil, Sinhala","Computer Sciences, Electronics, Maths","Coursera, Khan Academy, YouTube","Robotics, AI, Machine Learning, Data Science",Researcher,Resources,Interactive Learning,Introduction to Computer Systems (CMIS 2113): B,Programming Fundamentals (CMIS 2123): A+,Data Structures and Algorithms (CMIS 2214): A+,Operating Systems (CMIS 3114): None,Database Systems (CMIS 3122): None,Object-Oriented Programming (CMIS 3134): None,Advanced Software Engineering (CMIS 4114): None,Artificial Intelligence (CMIS 4123): None,Network Security (CMIS 4134): None,Basic Electronics (ELTN 2112): E,Circuit Analysis (ELTN 2232): A+,Microprocessor Systems (ELTN 3113): None,Digital Electronics (ELTN 3133): None,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): A,Operations Management (IMGT 3112): None,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): None,Numerical Methods (MATH 3114): None,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): E,Statistical Inference (STAT 3112): None,Time Series Analysis (STAT 4114): None
222535,Level 2,B.Sc. (Special/Joint Major/General) Degree,"Visual, Auditory",Evening,"English, Sinhala, Tamil","Computer Sciences, Electronics, Maths","YouTube, Books, Khan Academy, Udemy, Coursera","Data Science, Programming",Software Engineer,Motivation,Group Studies,Introduction to Computer Systems (CMIS 2113): A+,Programming Fundamentals (CMIS 2123): B+,Data Structures and Algorithms (CMIS 2214): B,Operating Systems (CMIS 3114): None,Database Systems (CMIS 3122): None,Object-Oriented Programming (CMIS 3134): None,Advanced Software Engineering (CMIS 4114): None,Artificial Intelligence (CMIS 4123): None,Network Security (CMIS 4134): None,Basic Electronics (ELTN 2112): B+,Circuit Analysis (ELTN 2232): C-,Microprocessor Systems (ELTN 3113): None,Digital Electronics (ELTN 3133): None,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): None,Operations Management (IMGT 3112): None,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): B,Numerical Methods (MATH 3114): None,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): E,Statistical Inference (STAT 3112): None,Time Series Analysis (STAT 4114): None
212396,Level 3,B.Sc. (General) Degree,Reading/Writing,Afternoon,"Sinhala, English",Statistics,edX,"AI, Machine Learning, Data Science, Programming, Robotics",Data Scientist,Resources,Online Courses,Introduction to Computer Systems (CMIS 2113): None,Programming Fundamentals (CMIS 2123): None,Data Structures and Algorithms (CMIS 2214): None,Operating Systems (CMIS 3114): B+,Database Systems (CMIS 3122): None,Object-Oriented Programming (CMIS 3134): C,Advanced Software Engineering (CMIS 4114): None,Artificial Intelligence (CMIS 4123): None,Network Security (CMIS 4134): None,Basic Electronics (ELTN 2112): None,Circuit Analysis (ELTN 2232): None,Microprocessor Systems (ELTN 3113): A+,Digital Electronics (ELTN 3133): A,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): None,Operations Management (IMGT 3112): B,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): None,Numerical Methods (MATH 3114): A,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): None,Statistical Inference (STAT 3112): C-,Time Series Analysis (STAT 4114): None
212724,Level 3,B.Sc. (General) Degree,"Kinesthetic, Auditory, Reading/Writing",Evening,"Sinhala, English",Industrial Management,"Books, Udemy, YouTube, Coursera, edX, Khan Academy","AI, Machine Learning",Entrepreneur,Time Management,Interactive Learning,Introduction to Computer Systems (CMIS 2113): None,Programming Fundamentals (CMIS 2123): None,Data Structures and Algorithms (CMIS 2214): None,Operating Systems (CMIS 3114): D,Database Systems (CMIS 3122): A,Object-Oriented Programming (CMIS 3134): B+,Advanced Software Engineering (CMIS 4114): None,Artificial Intelligence (CMIS 4123): None,Network Security (CMIS 4134): None,Basic Electronics (ELTN 2112): None,Circuit Analysis (ELTN 2232): None,Microprocessor Systems (ELTN 3113): A,Digital Electronics (ELTN 3133): None,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): None,Operations Management (IMGT 3112): A+,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): None,Numerical Methods (MATH 3114): D,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): None,Statistical Inference (STAT 3112): C,Time Series Analysis (STAT 4114): None
222585,Level 2,B.Sc. (Special/Joint Major/General) Degree,Kinesthetic,Morning,Sinhala,"Statistics, Computer Sciences","Khan Academy, edX","Machine Learning, Data Science, Programming",Researcher,Time Management,Interactive Learning,Introduction to Computer Systems (CMIS 2113): B+,Programming Fundamentals (CMIS 2123): None,Data Structures and Algorithms (CMIS 2214): C-,Operating Systems (CMIS 3114): None,Database Systems (CMIS 3122): None,Object-Oriented Programming (CMIS 3134): None,Advanced Software Engineering (CMIS 4114): None,Artificial Intelligence (CMIS 4123): None,Network Security (CMIS 4134): None,Basic Electronics (ELTN 2112): A,Circuit Analysis (ELTN 2232): C,Microprocessor Systems (ELTN 3113): None,Digital Electronics (ELTN 3133): None,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): A,Operations Management (IMGT 3112): None,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): A,Numerical Methods (MATH 3114): None,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): D,Statistical Inference (STAT 3112): None,Time Series Analysis (STAT 4114): None
222888,Level 2,B.Sc. (Special/Joint Major/General) Degree,"Auditory, Reading/Writing",Afternoon,"Tamil, English",Maths,"Udemy, Khan Academy","Machine Learning, Robotics, Data Science",Data Scientist,Resources,Group Studies,Introduction to Computer Systems (CMIS 2113): B+,Programming Fundamentals (CMIS 2123): A,Data Structures and Algorithms (CMIS 2214): None,Operating Systems (CMIS 3114): None,Database Systems (CMIS 3122): None,Object-Oriented Programming (CMIS 3134): None,Advanced Software Engineering (CMIS 4114): None,Artificial Intelligence (CMIS 4123): None,Network Security (CMIS 4134): None,Basic Electronics (ELTN 2112): C,Circuit Analysis (ELTN 2232): D,Microprocessor Systems (ELTN 3113): None,Digital Electronics (ELTN 3133): None,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): A,Operations Management (IMGT 3112): None,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): C,Numerical Methods (MATH 3114): None,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): A,Statistical Inference (STAT 3112): None,Time Series Analysis (STAT 4114): None
222232,Level 2,B.Sc. (Special/Joint Major/General) Degree,"Reading/Writing, Kinesthetic",Afternoon,Sinhala,Maths,"Coursera, YouTube, Khan Academy, Udemy",AI,Teacher,Motivation,Interactive Learning,Introduction to Computer Systems (CMIS 2113): A,Programming Fundamentals (CMIS 2123): C-,Data Structures and Algorithms (CMIS 2214): B+,Operating Systems (CMIS 3114): None,Database Systems (CMIS 3122): None,Object-Oriented Programming (CMIS 3134): None,Advanced Software Engineering (CMIS 4114): None,Artificial Intelligence (CMIS 4123): None,Network Security (CMIS 4134): None,Basic Electronics (ELTN 2112): C,Circuit Analysis (ELTN 2232): E,Microprocessor Systems (ELTN 3113): None,Digital Electronics (ELTN 3133): None,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): None,Operations Management (IMGT 3112): None,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): D,Numerical Methods (MATH 3114): None,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): D,Statistical Inference (STAT 3112): None,Time Series Analysis (STAT 4114): None
222576,Level 2,B.Sc. (Special/Joint Major/General) Degree,"Auditory, Reading/Writing, Kinesthetic, Visual",Evening,Sinhala,"Maths, Electronics, Statistics","Coursera, Khan Academy, Udemy, YouTube, Books, edX",AI,Data Scientist,Motivation,Group Studies,Introduction to Computer Systems (CMIS 2113): D,Programming Fundamentals (CMIS 2123): B+,Data Structures and Algorithms (CMIS 2214): C,Operating Systems (CMIS 3114): None,Database Systems (CMIS 3122): None,Object-Oriented Programming (CMIS 3134): None,Advanced Software Engineering (CMIS 4114): None,Artificial Intelligence (CMIS 4123): None,Network Security (CMIS 4134): None,Basic Electronics (ELTN 2112): None,Circuit Analysis (ELTN 2232): B+,Microprocessor Systems (ELTN 3113): None,Digital Electronics (ELTN 3133): None,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): E,Operations Management (IMGT 3112): None,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): B+,Numerical Methods (MATH 3114): None,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): A+,Statistical Inference (STAT 3112): None,Time Series Analysis (STAT 4114): None
212063,Level 3,B.Sc. (Joint Major) Degree,"Visual, Kinesthetic, Reading/Writing",Morning,"English, Tamil, Sinhala",Computer Sciences,Coursera,"AI, Programming, Machine Learning, Data Science, Robotics",Data Scientist,Time Management,Group Studies,Introduction to Computer Systems (CMIS 2113): None,Programming Fundamentals (CMIS 2123): None,Data Structures and Algorithms (CMIS 2214): None,Operating Systems (CMIS 3114): A+,Database Systems (CMIS 3122): None,Object-Oriented Programming (CMIS 3134): D,Advanced Software Engineering (CMIS 4114): None,Artificial Intelligence (CMIS 4123): None,Network Security (CMIS 4134): None,Basic Electronics (ELTN 2112): None,Circuit Analysis (ELTN 2232): None,Microprocessor Systems (ELTN 3113): E,Digital Electronics (ELTN 3133): C,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): None,Operations Management (IMGT 3112): B+,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): None,Numerical Methods (MATH 3114): B+,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): None,Statistical Inference (STAT 3112): B+,Time Series Analysis (STAT 4114): None
212856,Level 3,B.Sc. (Joint Major) Degree,"Auditory, Reading/Writing, Visual",Afternoon,English,Maths,"edX, Coursera, Udemy, YouTube","Robotics, Programming, Machine Learning, AI",Entrepreneur,Time Management,Interactive Learning,Introduction to Computer Systems (CMIS 2113): None,Programming Fundamentals (CMIS 2123): None,Data Structures and Algorithms (CMIS 2214): None,Operating Systems (CMIS 3114): D,Database Systems (CMIS 3122): C-,Object-Oriented Programming (CMIS 3134): B,Advanced Software Engineering (CMIS 4114): None,Artificial Intelligence (CMIS 4123): None,Network Security (CMIS 4134): None,Basic Electronics (ELTN 2112): None,Circuit Analysis (ELTN 2232): None,Microprocessor Systems (ELTN 3113): C-,Digital Electronics (ELTN 3133): E,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): None,Operations Management (IMGT 3112): None,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): None,Numerical Methods (MATH 3114): A+,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): None,Statistical Inference (STAT 3112): A+,Time Series Analysis (STAT 4114): None
212582,Level 3,B.Sc. (General) Degree,"Auditory, Visual, Reading/Writing, Kinesthetic",Evening,"Tamil, Sinhala, English",Statistics,Books,"Machine Learning, AI, Data Science",Teacher,Understanding Concepts,Online Courses,Introduction to Computer Systems (CMIS 2113): None,Programming Fundamentals (CMIS 2123): None,Data Structures and Algorithms (CMIS 2214): None,Operating Systems (CMIS 3114): D,Database Systems (CMIS 3122): A,Object-Oriented Programming (CMIS 3134): A,Advanced Software Engineering (CMIS 4114): None,Artificial Intelligence (CMIS 4123): None,Network Security (CMIS 4134): None,Basic Electronics (ELTN 2112): None,Circuit Analysis (ELTN 2232): None,Microprocessor Systems (ELTN 3113): None,Digital Electronics (ELTN 3133): B+,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): None,Operations Management (IMGT 3112): A+,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): None,Numerical Methods (MATH 3114): D,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): None,Statistical Inference (STAT 3112): E,Time Series Analysis (STAT 4114): None
202628,Level 4,B.Sc. (Joint Major) Degree,Reading/Writing,Morning,"Sinhala, Tamil","Industrial Management, Electronics","Books, Coursera",Robotics,Entrepreneur,Resources,Online Courses,Introduction to Computer Systems (CMIS 2113): None,Programming Fundamentals (CMIS 2123): None,Data Structures and Algorithms (CMIS 2214): None,Operating Systems (CMIS 3114): None,Database Systems (CMIS 3122): None,Object-Oriented Programming (CMIS 3134): None,Advanced Software Engineering (CMIS 4114): None,Artificial Intelligence (CMIS 4123): None,Network Security (CMIS 4134): None,Basic Electronics (ELTN 2112): None,Circuit Analysis (ELTN 2232): None,Microprocessor Systems (ELTN 3113): None,Digital Electronics (ELTN 3133): None,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): None,Operations Management (IMGT 3112): None,Strategic Management (IMGT 4016): B,Linear Algebra (MATH 2114): None,Numerical Methods (MATH 3114): None,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): None,Statistical Inference (STAT 3112): None,Time Series Analysis (STAT 4114): None
212240,Level 3,B.Sc. (Joint Major) Degree,Visual,Evening,English,"Statistics, Industrial Management","Khan Academy, Coursera, YouTube, Books","Data Science, Machine Learning, Programming, AI, Robotics",Teacher,Motivation,Group Studies,Introduction to Computer Systems (CMIS 2113): None,Programming Fundamentals (CMIS 2123): None,Data Structures and Algorithms (CMIS 2214): None,Operating Systems (CMIS 3114): A+,Database Systems (CMIS 3122): A+,Object-Oriented Programming (CMIS 3134): E,Advanced Software Engineering (CMIS 4114): None,Artificial Intelligence (CMIS 4123): None,Network Security (CMIS 4134): None,Basic Electronics (ELTN 2112): None,Circuit Analysis (ELTN 2232): None,Microprocessor Systems (ELTN 3113): None,Digital Electronics (ELTN 3133): D,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): None,Operations Management (IMGT 3112): A,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): None,Numerical Methods (MATH 3114): E,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): None,Statistical Inference (STAT 3112): D,Time Series Analysis (STAT 4114): None
212824,Level 3,B.Sc. (General) Degree,"Kinesthetic, Reading/Writing",Afternoon,"Tamil, Sinhala, English","Statistics, Electronics, Computer Sciences","YouTube, Coursera, Udemy, Khan Academy",Robotics,Teacher,Understanding Concepts,Online Courses,Introduction to Computer Systems (CMIS 2113): None,Programming Fundamentals (CMIS 2123): None,Data Structures and Algorithms (CMIS 2214): None,Operating Systems (CMIS 3114): B+,Database Systems (CMIS 3122): A+,Object-Oriented Programming (CMIS 3134): C,Advanced Software Engineering (CMIS 4114): None,Artificial Intelligence (CMIS 4123): None,Network Security (CMIS 4134): None,Basic Electronics (ELTN 2112): None,Circuit Analysis (ELTN 2232): None,Microprocessor Systems (ELTN 3113): C-,Digital Electronics (ELTN 3133): D,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): None,Operations Management (IMGT 3112): C,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): None,Numerical Methods (MATH 3114): None,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): None,Statistical Inference (STAT 3112): A+,Time Series Analysis (STAT 4114): None
202374,Level 4,B.Sc. (Special) Degree,"Auditory, Visual, Kinesthetic, Reading/Writing",Morning,"English, Sinhala","Computer Sciences, Statistics","YouTube, Books, Udemy, edX, Coursera",AI,Entrepreneur,Time Management,More Practice,Introduction to Computer Systems (CMIS 2113): None,Programming Fundamentals (CMIS 2123): None,Data Structures and Algorithms (CMIS 2214): None,Operating Systems (CMIS 3114): None,Database Systems (CMIS 3122): None,Object-Oriented Programming (CMIS 3134): None,Advanced Software Engineering (CMIS 4114): A,Artificial Intelligence (CMIS 4123): D,Network Security (CMIS 4134): E,Basic Electronics (ELTN 2112): None,Circuit Analysis (ELTN 2232): None,Microprocessor Systems (ELTN 3113): None,Digital Electronics (ELTN 3133): None,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): None,Operations Management (IMGT 3112): None,Strategic Management (IMGT 4016): B,Linear Algebra (MATH 2114): None,Numerical Methods (MATH 3114): None,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): None,Statistical Inference (STAT 3112): None,Time Series Analysis (STAT 4114): None
222725,Level 2,B.Sc. (Special/Joint Major/General) Degree,Auditory,Evening,"English, Tamil",Maths,"Books, YouTube, Khan Academy","Robotics, Machine Learning, AI, Data Science",Data Scientist,Motivation,Online Courses,Introduction to Computer Systems (CMIS 2113): C,Programming Fundamentals (CMIS 2123): D,Data Structures and Algorithms (CMIS 2214): None,Operating Systems (CMIS 3114): None,Database Systems (CMIS 3122): None,Object-Oriented Programming (CMIS 3134): None,Advanced Software Engineering (CMIS 4114): None,Artificial Intelligence (CMIS 4123): None,Network Security (CMIS 4134): None,Basic Electronics (ELTN 2112): B+,Circuit Analysis (ELTN 2232): C,Microprocessor Systems (ELTN 3113): None,Digital Electronics (ELTN 3133): None,Embedded Systems Design (ELTN 4114): None,Power Electronics (ELTN 4213): None,Foundations of Industrial Management (IMGT 2112): B,Operations Management (IMGT 3112): None,Strategic Management (IMGT 4016): None,Linear Algebra (MATH 2114): B,Numerical Methods (MATH 3114): None,Optimization Techniques (MATH 4114): None,Introduction to Probability and Statistics (STAT 2112): C-,Statistical Inference (STAT 3112): None,Time Series Analysis (STAT 4114): None
